Age,All_races_Both_sexes,All_races_Male,All_races_Female,White_Both_sexes,White_Male,White_Female,All_other_Total_Both_sexes,All_other_Total_Male,All_other_Total_Female,All_other_Black_Both_sexes,All_other_Black_Male,All_other_Black_Female
65,78678,72880,84434,80058,74528,85604,70133,62274,77398,66775,58167,74897
66,77153,71009,83249,78558,72673,84438,68390,60250,76032,64851,55935,73331
67,75543,69045,81986,76967,70717,83206,66508,58200,74524,63007,53887,71722
68,73978,66975,80679,75276,68765,81884,64668,56104,72945,61107,51746,70048
69,72023,64787,79189,73473,66451,80464,62837,53931,71269,59078,49540,68277
70,70090,62466,77633,71549,64116,78936,60798,51563,69473,56970,47245,66369
71,68035,60013,75963,69502,61645,77295,58640,49293,67546,54752,44854,64372
72,65882,57438,74175,67334,59046,75537,56376,46837,65496,52436,42386,62236
73,63576,54752,72268,65048,56340,73658,53955,44325,63445,49860,39878,59948
74,61186,51978,70240,62649,53511,71646,51452,41815,61125,47641,37382,57706
75,58699,49128,68088,60141,50504,69503,49260,39328,58858,45232,34934,55369
76,56119,46215,65810,57528,47622,67224,46788,36836,56348,42835,32550,53008
77,53449,43256,63400,54813,44578,64796,44460,34471,54184,40443,30225,51578
78,50669,40254,60852,52001,41484,62224,42027,32081,51745,38039,27944,48096
79,47942,37222,58160,49096,38355,59501,39546,29694,49207,35604,25686,45528
80,44911,34173,55320,46104,35209,56624,36999,27297,46551,33122,23438,42857
81,41808,31125,52325,43032,32077,53693,34377,24883,43646,30444,21237,39948
82,38823,28099,49176,39890,28950,50395,31678,22455,40837,27994,18955,37163
83,35684,25121,45866,36690,25888,47036,28907,20025,37772,25355,16738,34139
84,32414,22220,42445,33444,22911,43471,26078,17576,34773,22686,14567,31028
85,29283,19429,38763,30166,20053,39817,23216,15246,31261,20010,12466,27786
