Age,All_races_Both_sexes,All_races_Male,All_races_Female,White_Both_sexes,White_Male,White_Female,All_other_Total_Both_sexes,All_other_Total_Male,All_other_Total_Female,All_other_Black_Both_sexes,All_other_Black_Male,All_other_Black_Female
75,59016,49675,68200,60450,51169,69577,49877,40023,59437,45540,35329,55597
76,56452,46845,65961,57770,48310,67307,47303,37519,57037,43035,32914,53162
77,53800,43842,63638,55162,45191,64896,45061,35097,54783,40706,30522,50815
78,51061,40853,61012,52376,42122,62350,42594,32639,52339,38254,28154,48324
79,48229,37986,58496,49498,39010,59651,40074,30181,50181,35778,25811,45749
80,45324,34789,55535,46530,35879,56812,37506,27723,47151,33260,23495,43081
81,42312,31919,52478,43478,32737,53803,34784,25193,43914,30600,21314,40156
82,39269,28705,49450,40350,29611,50643,32192,22831,41506,28147,18982,37447
83,36144,25712,46172,37158,26528,47313,29461,20419,38509,25564,16812,34485
84,32972,22788,42923,33908,23558,43913,26693,17981,35383,22988,14704,31406
85,29771,19977,39143,30642,20625,40155,23912,15755,32206,20419,12755,28312
